Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
1671,36,10,4.17,7,Tablet,Drama,Oceania,On-Time,Standard,No,6,33,5082,Yes,4
1672,36,10,2.44,8,Mobile,Romance,Oceania,On-Time,Basic,No,7,22,7639,Yes,5
1673,5,8,5.47,7,Laptop,Comedy,Africa,Delayed,Basic,Yes,2,24,6436,Yes,4
1674,25,8,3.54,7,Smart TV,Drama,North America,On-Time,Standard,No,0,56,2896,Yes,1
1675,41,4,1.83,3,Tablet,Drama,Asia,Delayed,Basic,No,2,53,3703,Yes,1
1676,37,8,4.81,7,Mobile,Comedy,Africa,On-Time,Premium,No,8,69,3955,No,5
1677,6,9,2.07,9,Mobile,Sci-fi,North America,Delayed,Standard,Yes,8,31,9331,Yes,1
1678,23,9,5.36,9,Smart TV,Sci-fi,Africa,On-Time,Standard,No,7,36,9472,Yes,5
1679,32,8,4.45,7,Mobile,Sci-fi,Africa,On-Time,Basic,No,9,58,4076,No,5
1680,32,10,2.16,9,Laptop,Comedy,South America,On-Time,Premium,No,7,22,4719,No,3
1681,23,5,5.47,4,Laptop,Action,Europe,On-Time,Standard,No,1,28,2159,Yes,4
1682,23,10,4.1,9,Laptop,Action,Africa,On-Time,Basic,No,2,35,7255,Yes,5
1683,26,8,5.6,9,Laptop,Comedy,Europe,On-Time,Standard,No,9,18,7902,Yes,5
1684,27,8,4.11,7,Laptop,Comedy,North America,On-Time,Basic,No,6,30,1693,Yes,1
1685,45,3,3.17,1,Laptop,Action,North America,On-Time,Basic,No,1,46,5394,Yes,5
1686,59,9,5.22,10,Mobile,Sci-fi,Africa,On-Time,Standard,No,6,69,3423,Yes,5
1687,41,1,2.55,4,Smart TV,Romance,South America,On-Time,Standard,No,6,63,5354,No,1
1688,56,8,2.75,9,Tablet,Drama,Oceania,On-Time,Standard,No,2,50,5082,Yes,5
1689,49,6,5.53,1,Laptop,Drama,Africa,Delayed,Basic,No,8,49,6030,No,1
1690,57,1,3.36,5,Smart TV,Romance,South America,On-Time,Basic,No,8,41,3124,Yes,2
1691,30,7,1.76,8,Tablet,Action,North America,Delayed,Standard,No,5,41,5571,No,5
1692,54,1,2.45,1,Smart TV,Sci-fi,Europe,On-Time,Basic,No,4,37,6337,Yes,5
1693,55,10,1.66,9,Mobile,Sci-fi,South America,Delayed,Standard,No,7,59,4174,Yes,1
1694,21,7,4.55,8,Laptop,Drama,Oceania,On-Time,Basic,No,8,52,7882,Yes,2
1695,57,7,4.02,7,Smart TV,Romance,North America,On-Time,Premium,No,8,65,9251,Yes,3
1696,49,3,1.13,5,Mobile,Romance,South America,Delayed,Basic,No,0,56,2188,Yes,1
1697,51,6,5.15,5,Laptop,Sci-fi,Oceania,On-Time,Standard,No,7,27,2192,Yes,1
1698,19,4,2.45,4,Mobile,Romance,Europe,On-Time,Premium,No,5,55,1595,Yes,4
1699,5,9,1.41,8,Tablet,Comedy,Europe,On-Time,Basic,No,9,29,9937,No,1
1700,2,9,1.65,8,Smart TV,Romance,Oceania,On-Time,Basic,No,0,61,5239,Yes,3
1701,44,7,2.83,9,Smart TV,Drama,Africa,On-Time,Standard,No,0,51,8253,No,5
1702,36,3,5.46,4,Smart TV,Comedy,Europe,On-Time,Standard,No,6,22,3371,No,5
1703,5,7,1.5,9,Laptop,Drama,Africa,On-Time,Standard,No,2,60,8097,No,3
1704,44,6,3.36,4,Laptop,Comedy,South America,On-Time,Basic,No,5,27,8259,Yes,3
1705,27,8,4.11,9,Tablet,Romance,Africa,Delayed,Basic,No,8,18,4000,Yes,2
1706,8,1,5.86,5,Tablet,Comedy,Asia,Delayed,Standard,Yes,1,60,4832,No,4
1707,59,5,1.11,3,Mobile,Romance,North America,Delayed,Standard,No,8,45,3679,Yes,5
1708,42,8,4.83,8,Mobile,Sci-fi,North America,On-Time,Basic,No,8,22,6403,No,5
1709,27,8,5.2,8,Tablet,Romance,Europe,On-Time,Basic,No,0,42,7683,Yes,4
1710,34,4,5.75,6,Tablet,Sci-fi,South America,On-Time,Standard,No,8,67,8241,Yes,1
1711,35,8,4.38,10,Laptop,Romance,Europe,On-Time,Premium,No,10,31,2251,Yes,3
1712,10,8,5.63,10,Smart TV,Drama,South America,On-Time,Basic,No,0,21,9638,Yes,3
1713,6,10,5.77,10,Smart TV,Sci-fi,Africa,On-Time,Premium,No,8,48,8735,No,1
1714,45,7,3.68,7,Smart TV,Drama,Asia,On-Time,Basic,No,3,57,1344,No,2
1715,10,10,1.02,9,Tablet,Romance,North America,On-Time,Basic,No,1,55,7845,Yes,2
1716,25,10,1.88,10,Laptop,Action,North America,On-Time,Basic,No,9,41,4780,Yes,5
1717,57,9,2.54,10,Tablet,Sci-fi,Africa,On-Time,Standard,No,4,32,1733,Yes,2
1718,49,4,4.08,1,Smart TV,Sci-fi,Africa,On-Time,Standard,No,8,27,5627,Yes,5
1719,46,1,4.39,4,Laptop,Sci-fi,North America,Delayed,Premium,No,5,56,9981,Yes,4
1720,50,9,2.52,10,Laptop,Sci-fi,North America,On-Time,Basic,No,1,19,7264,No,3
1721,29,7,5.66,7,Laptop,Action,Europe,On-Time,Basic,No,6,21,1240,No,5
1722,37,3,1.93,2,Mobile,Drama,South America,On-Time,Standard,No,2,53,9121,Yes,2
1723,39,7,3.05,10,Laptop,Romance,Europe,On-Time,Basic,No,0,67,8600,Yes,1
1724,19,8,1.07,8,Tablet,Comedy,South America,On-Time,Basic,No,1,38,8597,No,5
1725,43,9,3.54,10,Smart TV,Action,Oceania,On-Time,Basic,No,6,38,7841,Yes,5
1726,8,7,1.22,10,Smart TV,Romance,Europe,On-Time,Basic,No,3,59,6351,Yes,2
1727,37,10,5.13,9,Laptop,Action,Oceania,On-Time,Standard,No,6,34,7883,Yes,4
1728,30,5,1.48,4,Smart TV,Romance,North America,On-Time,Basic,No,4,29,6260,Yes,3
1729,26,2,2.73,5,Tablet,Sci-fi,Asia,On-Time,Basic,No,9,62,9883,Yes,3
1730,9,8,5.99,9,Tablet,Sci-fi,Europe,Delayed,Basic,Yes,1,67,6253,Yes,3
1731,45,8,5.83,10,Mobile,Comedy,Africa,On-Time,Standard,No,8,62,1706,Yes,1
1732,34,9,3.6,8,Tablet,Sci-fi,Africa,Delayed,Standard,No,5,70,6560,Yes,4
1733,20,8,5.18,7,Laptop,Sci-fi,North America,Delayed,Premium,Yes,7,21,3710,Yes,2
1734,53,10,2.64,9,Smart TV,Sci-fi,Europe,Delayed,Basic,No,4,69,6277,No,4
1735,26,9,2.52,8,Laptop,Romance,Africa,On-Time,Basic,No,1,20,1970,Yes,1
1736,32,7,4.26,8,Tablet,Sci-fi,Oceania,On-Time,Basic,No,5,36,5924,Yes,4
1737,29,9,1.75,9,Mobile,Romance,North America,On-Time,Basic,No,0,29,4643,Yes,2
1738,35,10,1.56,9,Laptop,Romance,Asia,Delayed,Premium,No,2,56,5198,No,3
1739,30,1,2.04,4,Smart TV,Action,South America,On-Time,Basic,No,8,26,1504,No,5
1740,19,5,4.93,3,Laptop,Sci-fi,North America,On-Time,Premium,No,7,30,4706,No,3
1741,37,9,4.53,10,Smart TV,Action,Asia,On-Time,Standard,No,5,62,6060,No,1
1742,39,10,4.82,9,Mobile,Drama,Africa,On-Time,Basic,No,6,62,1341,No,1
1743,46,5,1.56,3,Mobile,Comedy,Europe,On-Time,Basic,No,1,48,6573,No,1
1744,39,9,3.77,8,Tablet,Drama,Europe,Delayed,Basic,No,7,61,6751,Yes,4
1745,9,8,2.88,9,Laptop,Drama,North America,On-Time,Standard,No,9,28,4195,Yes,5
1746,40,7,5.16,7,Laptop,Comedy,North America,On-Time,Standard,No,9,36,6015,No,3
1747,37,8,2.54,8,Tablet,Action,Europe,Delayed,Standard,No,3,32,8373,No,2
1748,23,1,5.66,6,Smart TV,Sci-fi,Oceania,On-Time,Standard,No,0,66,3149,Yes,4
1749,33,7,4.57,9,Tablet,Romance,North America,On-Time,Basic,No,4,50,4107,Yes,5
1750,40,9,5.94,8,Smart TV,Action,Oceania,Delayed,Basic,No,6,30,8938,Yes,1
1751,56,2,5.66,5,Tablet,Drama,Africa,Delayed,Premium,No,4,55,2048,Yes,1
1752,23,7,1.59,7,Laptop,Comedy,Asia,On-Time,Basic,No,0,24,2963,Yes,4
1753,42,9,2.96,7,Tablet,Drama,Oceania,On-Time,Basic,No,3,59,1564,No,4
1754,44,4,4.23,4,Mobile,Drama,South America,On-Time,Basic,No,2,59,3323,Yes,3
1755,20,9,5.32,9,Laptop,Romance,Europe,Delayed,Basic,Yes,3,54,7673,No,3
1756,19,4,2.23,6,Smart TV,Romance,Asia,On-Time,Standard,Yes,2,48,3623,No,4
1757,45,7,1.84,10,Smart TV,Sci-fi,Europe,On-Time,Basic,No,4,40,7958,No,1
1758,53,1,2.43,3,Smart TV,Sci-fi,Oceania,On-Time,Basic,No,0,55,6046,No,1
1759,5,2,5.17,2,Laptop,Drama,Europe,On-Time,Standard,Yes,10,20,2608,No,3
1760,13,9,1.26,9,Laptop,Romance,Asia,Delayed,Standard,Yes,10,63,5259,No,1
1761,49,3,5.36,5,Tablet,Drama,Europe,On-Time,Standard,No,10,62,5233,No,4
1762,2,8,4.82,7,Smart TV,Comedy,North America,Delayed,Standard,Yes,5,21,5692,Yes,5
1763,56,2,3.74,5,Smart TV,Drama,South America,On-Time,Standard,No,3,57,9359,No,5
1764,32,8,3.87,8,Mobile,Sci-fi,Asia,On-Time,Premium,No,7,20,9315,Yes,1
1765,35,6,5.59,2,Smart TV,Action,Africa,On-Time,Basic,No,10,27,1468,No,5
1766,5,9,5.89,10,Laptop,Action,North America,On-Time,Basic,No,7,19,7070,No,4
1767,26,10,1.54,8,Smart TV,Romance,Asia,Delayed,Standard,No,6,62,9271,Yes,4
1768,23,7,1.24,9,Laptop,Sci-fi,North America,On-Time,Standard,No,1,19,7587,No,1
1769,1,7,4.69,10,Mobile,Comedy,Europe,Delayed,Premium,Yes,10,36,4695,No,3
1770,38,3,1.27,6,Smart TV,Action,Asia,On-Time,Standard,No,0,48,4115,No,3
1771,38,7,3.17,8,Smart TV,Comedy,Africa,On-Time,Premium,No,9,18,8059,Yes,3
1772,24,3,1.26,6,Mobile,Comedy,Europe,On-Time,Premium,No,8,59,5674,Yes,4
1773,12,9,5.99,10,Smart TV,Comedy,North America,Delayed,Basic,Yes,4,35,3842,Yes,5
1774,11,10,2.08,7,Tablet,Sci-fi,South America,On-Time,Basic,No,10,30,2215,No,4
1775,1,3,3.94,1,Tablet,Drama,North America,On-Time,Basic,No,3,28,9412,Yes,5
1776,52,8,4.72,9,Laptop,Drama,South America,On-Time,Standard,No,3,33,4519,No,1
1777,33,8,4.28,8,Mobile,Action,Africa,On-Time,Basic,No,10,29,8802,No,1
1778,19,9,2.52,7,Laptop,Drama,North America,On-Time,Premium,No,1,27,9530,Yes,5
1779,20,9,2.25,7,Mobile,Romance,North America,On-Time,Basic,No,3,64,5532,Yes,5
1780,41,9,3.86,8,Mobile,Action,Europe,On-Time,Basic,No,6,58,6237,No,2
1781,51,7,5.88,7,Laptop,Sci-fi,Africa,On-Time,Basic,No,1,51,9566,Yes,4
1782,2,6,4.59,2,Laptop,Action,North America,Delayed,Standard,Yes,1,42,1976,Yes,4
1783,5,7,2.21,9,Mobile,Action,North America,On-Time,Basic,No,5,19,1569,Yes,3
1784,20,6,3.25,1,Tablet,Romance,South America,On-Time,Basic,No,8,67,3665,Yes,4
1785,2,5,2.63,4,Mobile,Action,Europe,On-Time,Premium,No,6,29,2985,No,2
1786,44,2,2.14,4,Smart TV,Drama,Oceania,On-Time,Basic,No,5,46,1683,Yes,1
1787,20,8,3.95,7,Mobile,Sci-fi,Oceania,On-Time,Basic,No,5,21,6130,Yes,1
1788,50,1,5.76,3,Mobile,Sci-fi,Europe,On-Time,Basic,No,6,44,9872,No,5
1789,15,7,4.31,7,Mobile,Romance,Oceania,Delayed,Premium,Yes,0,54,6046,Yes,4
1790,13,7,5.5,9,Laptop,Romance,South America,On-Time,Basic,No,10,50,5189,No,2
1791,2,2,3.08,6,Smart TV,Action,North America,On-Time,Standard,No,3,26,6933,Yes,1
1792,33,2,4.74,5,Smart TV,Drama,Africa,Delayed,Premium,No,3,44,4043,No,3
1793,20,10,2.51,9,Tablet,Action,Europe,On-Time,Premium,No,8,46,3260,Yes,5
1794,5,7,2.83,10,Tablet,Drama,North America,On-Time,Premium,No,6,65,4377,Yes,4
1795,27,7,5.01,7,Mobile,Sci-fi,Africa,On-Time,Basic,No,3,24,9159,No,1
1796,28,8,3.9,8,Smart TV,Sci-fi,Africa,On-Time,Basic,No,1,22,7606,Yes,5
1797,26,8,5.53,9,Laptop,Comedy,North America,On-Time,Basic,No,8,42,8758,Yes,3
1798,48,10,4.53,10,Tablet,Drama,North America,On-Time,Basic,No,2,53,3599,Yes,5
1799,30,2,3.25,1,Mobile,Sci-fi,North America,On-Time,Standard,No,9,19,7256,No,2
1800,37,4,1.18,4,Mobile,Action,Europe,Delayed,Premium,No,9,62,6775,Yes,4
1801,13,5,1.76,3,Smart TV,Action,North America,Delayed,Basic,Yes,6,55,3888,Yes,1
1802,50,10,2.84,10,Laptop,Sci-fi,Europe,On-Time,Premium,No,6,61,8774,Yes,4
1803,52,9,4.89,8,Tablet,Sci-fi,Asia,On-Time,Premium,No,8,27,1415,No,1
1804,46,10,1.47,10,Laptop,Action,Asia,On-Time,Basic,No,6,65,8577,Yes,1
1805,7,9,3.21,9,Laptop,Romance,South America,On-Time,Premium,No,9,65,6553,No,3
1806,16,10,2.69,9,Laptop,Romance,Europe,Delayed,Standard,Yes,6,42,3840,No,3
1807,43,7,5.06,8,Tablet,Romance,Africa,Delayed,Basic,No,5,23,7382,No,4
1808,55,8,1.26,8,Mobile,Romance,North America,Delayed,Basic,No,5,52,7579,No,2
1809,57,8,2.67,7,Smart TV,Comedy,Oceania,On-Time,Premium,No,3,61,9048,Yes,1
1810,39,6,5.47,5,Smart TV,Action,Africa,On-Time,Basic,No,0,66,6656,Yes,4
1811,39,8,3.53,7,Mobile,Sci-fi,North America,On-Time,Basic,No,8,70,7851,Yes,1
1812,24,8,5.11,9,Laptop,Drama,Asia,Delayed,Standard,Yes,3,23,4392,Yes,2
1813,2,7,3.01,7,Laptop,Romance,Oceania,On-Time,Standard,No,10,34,4848,Yes,2
1814,15,7,5.13,9,Laptop,Romance,North America,On-Time,Premium,No,9,35,3610,Yes,4
1815,35,7,5.11,7,Mobile,Romance,Europe,On-Time,Standard,No,4,49,8336,No,3
1816,35,9,4.13,10,Laptop,Sci-fi,North America,On-Time,Standard,No,6,69,5650,Yes,5
1817,24,9,2.72,10,Tablet,Drama,North America,On-Time,Basic,No,1,53,7636,No,5
1818,30,7,4.61,7,Smart TV,Comedy,Oceania,On-Time,Premium,No,5,64,8170,Yes,1
1819,43,8,3.6,9,Laptop,Drama,Oceania,On-Time,Standard,No,1,35,5807,No,4
1820,15,7,5.89,8,Mobile,Action,Africa,Delayed,Premium,Yes,3,46,7233,No,1
1821,60,9,1.87,10,Smart TV,Sci-fi,Africa,Delayed,Premium,No,4,47,5944,Yes,5
1822,36,10,4.02,8,Mobile,Romance,Africa,On-Time,Premium,No,4,33,9260,Yes,5
1823,44,8,2.96,10,Mobile,Sci-fi,North America,Delayed,Basic,No,6,24,9607,Yes,2
1824,26,2,1.65,2,Laptop,Romance,North America,On-Time,Basic,No,4,29,7085,Yes,1
1825,7,8,1.82,8,Laptop,Sci-fi,North America,On-Time,Standard,No,5,33,2365,Yes,3
1826,11,7,1.83,10,Mobile,Romance,Oceania,On-Time,Basic,No,1,58,5524,No,4
1827,57,9,4.07,7,Mobile,Action,Europe,On-Time,Basic,No,7,55,8073,No,3
1828,10,5,2.38,5,Tablet,Sci-fi,South America,On-Time,Premium,No,3,51,7727,Yes,4
1829,7,5,4.01,5,Laptop,Action,Oceania,On-Time,Basic,No,10,70,8699,Yes,4
1830,48,5,3.11,6,Tablet,Romance,Oceania,On-Time,Basic,No,5,18,8958,Yes,5
1831,21,10,4.01,8,Mobile,Sci-fi,South America,Delayed,Basic,Yes,10,47,5361,No,4
1832,55,8,4.48,10,Tablet,Sci-fi,Oceania,Delayed,Basic,No,10,26,9626,No,1
1833,32,7,5.14,8,Laptop,Romance,South America,On-Time,Standard,No,4,65,9271,No,2
1834,16,8,2.59,7,Laptop,Comedy,Africa,On-Time,Basic,No,10,42,8013,Yes,2
1835,10,7,4.39,8,Smart TV,Romance,North America,On-Time,Standard,No,7,42,6445,Yes,2
1836,47,10,1.93,7,Smart TV,Romance,Oceania,On-Time,Basic,No,4,36,1863,No,3
1837,7,8,1.97,10,Smart TV,Drama,Asia,On-Time,Basic,No,3,50,9817,Yes,5
1838,58,10,2.25,9,Smart TV,Sci-fi,Oceania,Delayed,Basic,No,10,31,5214,No,4
1839,37,3,4.55,4,Mobile,Drama,South America,On-Time,Basic,No,4,49,5290,Yes,2
1840,56,2,5.55,4,Tablet,Comedy,Asia,On-Time,Basic,No,3,40,5719,Yes,4
1841,26,3,5.69,3,Laptop,Sci-fi,Oceania,Delayed,Basic,No,7,62,4896,Yes,5
1842,57,10,1.95,7,Laptop,Romance,Oceania,On-Time,Basic,No,6,45,4469,Yes,1
1843,53,3,1.04,2,Tablet,Sci-fi,Africa,On-Time,Basic,No,9,56,4494,Yes,2
1844,49,10,4.48,8,Tablet,Romance,South America,On-Time,Standard,No,1,27,1895,Yes,1
1845,12,7,1.6,8,Laptop,Comedy,North America,On-Time,Basic,No,3,46,7938,Yes,3
1846,55,10,5.88,10,Laptop,Action,Oceania,On-Time,Basic,No,4,29,8521,No,2
1847,18,7,4.94,7,Laptop,Romance,Africa,Delayed,Standard,Yes,0,60,2363,No,2
1848,41,9,5,7,Tablet,Drama,Oceania,On-Time,Basic,No,10,34,4504,No,3
1849,56,9,4.21,9,Tablet,Action,Asia,On-Time,Basic,No,6,70,6712,Yes,5
1850,48,8,1.97,7,Mobile,Action,South America,On-Time,Basic,No,0,32,9769,Yes,3
1851,12,9,4.59,9,Smart TV,Action,Oceania,Delayed,Basic,Yes,9,35,3028,Yes,4
1852,22,7,4.01,8,Laptop,Comedy,Europe,Delayed,Standard,Yes,2,31,1028,Yes,2
1853,32,10,4.95,10,Smart TV,Drama,Africa,Delayed,Standard,No,4,27,2593,Yes,4
1854,27,1,4.85,6,Mobile,Drama,Asia,On-Time,Basic,No,1,37,2516,Yes,4
1855,17,5,5.91,5,Smart TV,Romance,Asia,On-Time,Standard,No,10,60,2118,Yes,3
1856,34,3,1.82,5,Laptop,Drama,Africa,On-Time,Basic,No,3,53,6784,No,2
1857,34,10,1.88,10,Tablet,Drama,Africa,On-Time,Basic,No,2,65,7053,Yes,1
1858,47,9,5.39,9,Tablet,Drama,Europe,On-Time,Basic,No,9,27,7912,Yes,3
1859,12,7,5.54,9,Tablet,Romance,Oceania,On-Time,Basic,No,6,61,3370,No,3
1860,8,1,1.66,5,Mobile,Sci-fi,Asia,On-Time,Premium,No,10,26,9706,Yes,2
1861,31,9,3.96,7,Laptop,Sci-fi,Europe,Delayed,Basic,No,2,48,4919,No,1
1862,41,9,5.05,8,Mobile,Sci-fi,Asia,Delayed,Standard,No,2,54,6778,No,4
1863,24,10,1.27,10,Laptop,Sci-fi,Africa,On-Time,Standard,No,5,23,5047,Yes,3
1864,22,9,5.93,10,Laptop,Comedy,North America,Delayed,Standard,Yes,7,23,1062,Yes,3
1865,31,9,4.75,8,Mobile,Drama,Africa,On-Time,Basic,No,2,66,7888,Yes,1
1866,50,7,3.98,10,Mobile,Romance,Africa,On-Time,Premium,No,5,22,2870,Yes,4
1867,40,9,2.77,9,Tablet,Sci-fi,South America,On-Time,Basic,No,7,22,8064,Yes,2
1868,27,8,1.22,10,Tablet,Action,Asia,On-Time,Basic,No,8,59,5258,Yes,4
1869,49,3,1.74,3,Tablet,Drama,Oceania,On-Time,Premium,No,2,55,7378,Yes,4
1870,36,8,4,8,Smart TV,Comedy,Africa,Delayed,Premium,No,6,69,5004,Yes,4
1871,34,3,1.92,1,Tablet,Drama,Africa,On-Time,Basic,No,4,21,4204,No,1
1872,55,9,4.55,10,Smart TV,Action,South America,On-Time,Standard,No,5,32,6298,No,2
1873,51,5,1.65,1,Tablet,Sci-fi,Africa,On-Time,Basic,No,3,53,4897,Yes,2
1874,12,8,3.71,7,Mobile,Romance,Asia,On-Time,Basic,No,4,47,5591,Yes,4
1875,53,7,4.94,9,Tablet,Drama,South America,Delayed,Standard,No,4,20,3220,Yes,3
1876,8,9,4.24,8,Tablet,Action,Africa,Delayed,Premium,Yes,2,68,9298,Yes,2
1877,60,9,4.17,7,Tablet,Drama,South America,On-Time,Premium,No,0,23,5581,Yes,5
1878,5,7,5.34,9,Mobile,Comedy,North America,On-Time,Basic,No,3,36,3861,Yes,5
1879,13,10,1.86,10,Mobile,Comedy,Asia,Delayed,Basic,Yes,5,51,9766,No,1
1880,39,10,1.93,10,Laptop,Sci-fi,Asia,On-Time,Premium,No,0,49,8066,Yes,1
1881,49,7,2.49,8,Smart TV,Romance,Europe,Delayed,Basic,No,9,29,3431,Yes,1
1882,43,7,3.27,10,Smart TV,Drama,South America,On-Time,Premium,No,6,45,1574,Yes,2
1883,1,2,5.71,2,Laptop,Action,North America,On-Time,Standard,Yes,7,26,1232,No,4
1884,21,5,1.66,6,Mobile,Action,Europe,On-Time,Basic,Yes,3,47,5113,No,4
1885,20,10,2.31,8,Tablet,Action,Asia,On-Time,Basic,No,9,29,6794,No,2
1886,25,9,2.1,7,Laptop,Comedy,Asia,On-Time,Standard,No,5,41,9077,No,4
1887,29,9,4.99,9,Laptop,Romance,Africa,On-Time,Premium,No,0,63,9428,Yes,2
1888,40,10,1.81,7,Tablet,Comedy,Asia,On-Time,Basic,No,5,49,8831,Yes,3
1889,24,10,1.54,7,Laptop,Action,Oceania,Delayed,Basic,Yes,3,34,5371,Yes,3
1890,26,9,3.75,10,Laptop,Comedy,Oceania,Delayed,Standard,No,2,60,6815,Yes,2
1891,2,1,2.91,4,Mobile,Comedy,South America,On-Time,Premium,No,3,58,3889,No,3
1892,58,10,3.04,9,Smart TV,Action,Europe,On-Time,Premium,No,0,44,9990,Yes,2
1893,27,3,4.42,5,Mobile,Action,Europe,Delayed,Basic,No,0,24,5617,No,5
1894,2,5,4.01,2,Tablet,Romance,Africa,On-Time,Basic,No,2,45,4978,Yes,1
1895,40,8,2.9,10,Tablet,Action,South America,On-Time,Premium,No,10,28,2856,Yes,3
1896,5,8,5.89,9,Laptop,Comedy,Asia,On-Time,Basic,No,5,70,3830,Yes,4
1897,53,10,1.3,9,Smart TV,Action,North America,On-Time,Basic,No,8,45,4754,Yes,3
1898,29,10,4.47,9,Mobile,Drama,Europe,Delayed,Standard,No,10,65,4701,No,4
1899,33,2,3.33,1,Tablet,Drama,Europe,Delayed,Standard,No,7,25,1472,Yes,2
1900,30,10,3.41,10,Mobile,Action,Asia,Delayed,Basic,No,9,41,4127,No,2
1901,60,10,3.13,9,Tablet,Drama,Asia,On-Time,Basic,No,9,32,6855,Yes,4
1902,15,10,4.09,10,Laptop,Comedy,Europe,On-Time,Basic,No,2,19,2151,No,3
1903,48,7,3.68,10,Laptop,Romance,South America,On-Time,Premium,No,3,22,2885,Yes,1
1904,59,2,2.92,3,Laptop,Drama,Europe,On-Time,Basic,No,5,54,6332,No,4
1905,46,6,1.9,5,Smart TV,Comedy,Asia,Delayed,Basic,No,4,64,5612,Yes,1
1906,52,3,1.56,6,Tablet,Sci-fi,South America,Delayed,Basic,No,9,66,1032,Yes,5
1907,51,8,2.48,7,Smart TV,Sci-fi,Europe,On-Time,Premium,No,3,35,8633,No,1
1908,42,9,1.73,10,Mobile,Comedy,Oceania,On-Time,Basic,No,0,39,8823,Yes,2
1909,11,9,3.58,7,Mobile,Comedy,North America,On-Time,Standard,No,10,30,9105,No,3
1910,31,7,4.34,10,Tablet,Comedy,North America,On-Time,Standard,No,3,27,4430,Yes,3
1911,52,10,1.18,7,Laptop,Comedy,Europe,Delayed,Basic,No,8,43,9088,No,4
1912,21,2,3.88,6,Tablet,Romance,South America,On-Time,Standard,No,0,65,8824,Yes,1
1913,1,1,2.75,5,Smart TV,Sci-fi,Asia,On-Time,Basic,No,10,49,4816,Yes,4
1914,48,10,4.64,8,Tablet,Drama,Oceania,On-Time,Premium,No,7,61,8469,Yes,5
1915,55,6,4.75,3,Smart TV,Sci-fi,Europe,On-Time,Basic,No,2,48,9833,Yes,5
1916,15,10,5.25,9,Smart TV,Sci-fi,Africa,On-Time,Basic,No,6,64,4570,Yes,3
1917,24,4,3.94,3,Smart TV,Drama,Oceania,On-Time,Standard,No,5,33,9564,Yes,3
1918,11,7,3.95,9,Mobile,Action,North America,Delayed,Basic,Yes,6,40,8051,Yes,4
1919,3,4,5.42,4,Smart TV,Sci-fi,South America,On-Time,Basic,Yes,3,27,9497,No,1
1920,11,9,5.35,8,Mobile,Sci-fi,South America,On-Time,Basic,No,2,20,6321,No,3
1921,12,5,1.61,1,Tablet,Sci-fi,Africa,On-Time,Standard,Yes,7,58,5618,No,2
1922,19,10,4.67,8,Smart TV,Action,South America,On-Time,Standard,No,1,22,4494,No,3
1923,40,10,2.55,9,Smart TV,Action,South America,On-Time,Basic,No,6,26,4112,Yes,1
1924,57,8,4.92,7,Smart TV,Romance,Europe,On-Time,Basic,No,3,41,4904,No,4
1925,50,6,2.5,6,Tablet,Drama,Europe,On-Time,Standard,No,1,68,7270,No,3
1926,6,10,1.66,7,Tablet,Drama,Oceania,On-Time,Premium,No,3,47,1234,Yes,2
1927,46,5,1.92,4,Smart TV,Comedy,Europe,Delayed,Basic,No,8,55,4477,Yes,2
1928,53,8,1.84,7,Mobile,Romance,North America,On-Time,Standard,No,6,29,6882,No,3
1929,37,9,3.95,8,Smart TV,Romance,North America,On-Time,Premium,No,6,35,6933,Yes,2
1930,51,4,1.71,2,Laptop,Action,Europe,On-Time,Standard,No,2,27,8002,Yes,4
1931,32,7,4.23,9,Tablet,Comedy,Europe,On-Time,Basic,No,6,40,2005,Yes,5
1932,22,8,5.38,7,Laptop,Comedy,North America,On-Time,Premium,No,6,52,2868,Yes,2
1933,55,6,3.3,6,Tablet,Sci-fi,Europe,On-Time,Standard,No,9,34,1909,Yes,3
1934,23,7,2.2,7,Smart TV,Action,Oceania,On-Time,Premium,No,4,28,7251,Yes,2
1935,36,10,4.69,9,Laptop,Comedy,Europe,Delayed,Basic,No,10,48,2354,No,1
1936,37,6,5.16,2,Mobile,Sci-fi,Asia,On-Time,Premium,No,9,47,3440,Yes,5
1937,37,4,5.96,5,Laptop,Drama,Oceania,On-Time,Standard,No,5,50,2681,Yes,5
1938,21,7,1.44,8,Smart TV,Comedy,Oceania,On-Time,Premium,No,8,66,4775,No,3
1939,21,9,3.3,10,Tablet,Drama,Europe,On-Time,Basic,No,10,40,1610,No,3
1940,30,8,1.57,10,Smart TV,Drama,South America,On-Time,Premium,No,6,33,1178,Yes,2
1941,60,1,4.36,1,Smart TV,Comedy,North America,On-Time,Basic,No,9,69,9766,No,5
1942,2,7,4.75,9,Laptop,Drama,Africa,On-Time,Premium,No,1,64,3798,Yes,3
1943,50,5,2.62,5,Mobile,Drama,North America,On-Time,Standard,No,2,31,7219,Yes,1
1944,1,8,4.19,8,Tablet,Sci-fi,Asia,On-Time,Basic,No,2,18,9377,No,3
1945,44,8,3.31,10,Tablet,Comedy,Asia,Delayed,Premium,No,0,33,5303,Yes,5
